titre_initiative,resume_initiative,tag_besoin_niv1_code,tag_besoin_niv2_code,tag_produit_niv1_code,tag_produit_niv2_code,tag_structure_niv1_code,nom_structure,url_initiative,contact_mail,contact_tel,materiel_utilise,machine_utilisee,capacite_production,version,adresse,code_postal,ville,pays,url_illustration,commentaires,source,est_actif,langue,auteur_data,validation,notes_validation,a_publier,date_maj
MAKERSHOP,12 Ultimaker S5 + 1 FORM3,NUMERIQUE,,DIY,,ENTREPRISE,,https://www.makershop.fr,info@makershop.fr,09 72 498 498,FDM / SLA,12 Ultimaker S5 + 1 FORM3,,,,,Le Mans,France,,12 Ultimaker S5 + 1 FORM3,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
NEOFAB,1 MarkTwo + 1 3DGence F340,NUMERIQUE,,DIY,,ENTREPRISE,,https://www.neofab.fr,info@makershop.fr,09 72 498 498,Fibre continue + FDM,1 MarkTwo + 1 3DGence F340,,,,,Le Mans,France,,1 MarkTwo + 1 3DGence F340,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
NEXT INGENIERIE,1 IRA3D POETRY 4,NUMERIQUE,,DIY,,ENTREPRISE,,http://www.next-ingenierie.fr/,contact@next-ingenierie.fr,0614478041,FDM,1 IRA3D POETRY 4,,,,,Noyen-sur-Sarthe,France,,1 IRA3D POETRY 4,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Do'in3D,,NUMERIQUE,,DIY,,ENTREPRISE,,www.doin3d.fr,stephane.chat@doin3d.fr,0623188070,FDM   SLS et SLA,,,,,,Chambery,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
DO IN 3D,Frittage laser SLS   Stéréolithographie (SLA)  Impression 3D couleur – ColorJet Printing (CJP)  FDM – Dépose de fil  Duplication sous vide,NUMERIQUE,,DIY,,ENTREPRISE,,https://doin3d.fr/,contact@doin3d.fr,06 23 18 80 70,SLS  SLA  CJP  FDM ,Frittage laser SLS   Stéréolithographie (SLA)  Impression 3D couleur – ColorJet Printing (CJP)  FDM – Dépose de fil  Duplication sous vide,,,,,Le Vivier Du Lac,France,,Frittage laser SLS   Stéréolithographie (SLA)  Impression 3D couleur – ColorJet Printing (CJP)  FDM – Dépose de fil  Duplication sous vide,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
3D-LEMAN,Impression 3D plastique et Fraiseuse numérique 3 axes (3050x2050),NUMERIQUE,,DIY,,ENTREPRISE,,www.3d-leman.com,adrien@3d-leman.com,0450174440,FDM + SLA,Impression 3D plastique et Fraiseuse numérique 3 axes (3050x2050),,,,,Bons en Chablais,France,,Impression 3D plastique et Fraiseuse numérique 3 axes (3050x2050),https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Alsima,6 FDM,NUMERIQUE,,DIY,,ENTREPRISE,,www.alsima.tech,johann@alsima.tech,0685102974,FDM,6 FDM,,,,,Annecy,France,,6 FDM,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
CIMSIDE,1 x 3D Modular Systemes Scalar-XLP40 (400x400x400 double têtes) + licence SolidWorks,NUMERIQUE,,DIY,,ENTREPRISE,,www.cimside.fr,patrick.valentin@cimside.fr,0670037452,FDM,1 x 3D Modular Systemes Scalar-XLP40 (400x400x400 double têtes) + licence SolidWorks,,,,,Doussard,France,,1 x 3D Modular Systemes Scalar-XLP40 (400x400x400 double têtes) + licence SolidWorks,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
MIA 3D,3 machines FDM (Raise N2 + 2 Raise N2+),NUMERIQUE,,DIY,,ENTREPRISE,,www.mia3d.fr,joris.marion@mia3d.fr,0670501555,FDM,3 machines FDM (Raise N2 + 2 Raise N2+),,,,,Annecy,France,,3 machines FDM (Raise N2 + 2 Raise N2+),https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Arrk LCO,18 Machines SLA  10 Machines SLS  4 Machines Polyjet. Toutes les machines sont des machines professionnelles de grande dimension  étant capables chacune d'atteindre une cadence de production équivalente à 10 machines de bureau,NUMERIQUE,,DIY,,ENTREPRISE,,https://www.arrkeurope.com/services/prototyping/,,,SLA  SLS  PJ,18 Machines SLA  10 Machines SLS  4 Machines Polyjet. Toutes les machines sont des machines professionnelles de grande dimension  étant capables chacune d'atteindre une cadence de production équivalente à 10 machines de bureau,,,,,Annecy,France,,18 Machines SLA  10 Machines SLS  4 Machines Polyjet. Toutes les machines sont des machines professionnelles de grande dimension  étant capables chacune d'atteindre une cadence de production équivalente à 10 machines de bureau,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Somfy,2 Markforged Mark Two  2 Ultimaker 3  1 Ultimaker S5,NUMERIQUE,,DIY,,ENTREPRISE,,,philippe.bendel@somfy.com,0629325002,FDM,2 Markforged Mark Two  2 Ultimaker 3  1 Ultimaker S5,,,,,Cluses,France,,2 Markforged Mark Two  2 Ultimaker 3  1 Ultimaker S5,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
SEB'automatisme,1 HP jet Fusion 580 + 2 fdm ,NUMERIQUE,,DIY,,ENTREPRISE,,https://www.sebautomatisme.com/,seb@sebautomatisme.com,0485301301,MJF  FDM,1 HP jet Fusion 580 + 2 fdm ,,,,,Marnaz,France,,1 HP jet Fusion 580 + 2 fdm ,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
PicPacSystems,1 RAISE 3D PRO2 + et CAO SOlidWorks,NUMERIQUE,,DIY,,ENTREPRISE,,http://www.picpacsystems.fr,laurent.businaro@picpacsystems.fr,0682578569,FDM,1 RAISE 3D PRO2 + et CAO SOlidWorks,,,,,SAINT FELIX,France,,1 RAISE 3D PRO2 + et CAO SOlidWorks,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
LATHUILLE HUDRY,,NUMERIQUE,,DIY,,ENTREPRISE,,https://idrop74.wixsite.com/website,didier.lathuille@lathuille.fr,0450182485,,,,,,,Marnaz,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Ste iDrop,Moule pour l'injection plastique + injection,NUMERIQUE,,DIY,,ENTREPRISE,,,Idrop74@gmail.com,0658842906,Plastique Injecté,Moule pour l'injection plastique + injection,,,,,Moye,France,,Moule pour l'injection plastique + injection,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
EM3Dimpress,"Stratasys Uprint SE plus 203x203x152
CAO 3D SolidWorks",NUMERIQUE,,DIY,,ENTREPRISE,,,em3dimpress@gmail.com,0609150953,FDM,"Stratasys Uprint SE plus 203x203x152
CAO 3D SolidWorks",,,,,THYEZ,France,,"Stratasys Uprint SE plus 203x203x152
CAO 3D SolidWorks",https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
GASTON PERROLLAZ SAS,CN de ø1 2 à 80mm,NUMERIQUE,,DIY,,ENTREPRISE,,https://www.gaston-perrollaz.fr,contact@gaston-perrollaz.com,0450347073,,CN de ø1 2 à 80mm,,,,,MAGLAND,France,,CN de ø1 2 à 80mm,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
SAS BENOIT JOLIVET,"1 imprimante 3D FDM - Volumic
Capacité de décolletage de 6 à 45 mm",NUMERIQUE,,DIY,,ENTREPRISE,,https://www.benoit-jolivet.com/,bjo@benoit-jolivet.com,0450986911,"FDM
Acier - laiton - inox","1 imprimante 3D FDM - Volumic
Capacité de décolletage de 6 à 45 mm",,,,,MARNAZ,France,,"1 imprimante 3D FDM - Volumic
Capacité de décolletage de 6 à 45 mm",https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Particulier GROISY 74,ALFAWISE U20 (FDM) + LICENCE SolidWorks,NUMERIQUE,,DIY,,ENTREPRISE,,,antoine@lbrn.fr,0033643262391,FDM,ALFAWISE U20 (FDM) + LICENCE SolidWorks,,,,,Groisy,France,,ALFAWISE U20 (FDM) + LICENCE SolidWorks,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Savoy International ,1 HP printer multijet fusion 4210 | 1 LUMEX 25 printer metal and aluminum  | 1 LUMEX 60 printer metal and aluminum,NUMERIQUE,,DIY,,ENTREPRISE,,https://www.savoy-international.com/,drey@savoy-moulage.fr,06 78 29 54 66‬,MJF PA12 et SLM acier et Aluminum ,1 HP printer multijet fusion 4210 | 1 LUMEX 25 printer metal and aluminum  | 1 LUMEX 60 printer metal and aluminum,,,,,Cluses,France,,1 HP printer multijet fusion 4210 | 1 LUMEX 25 printer metal and aluminum  | 1 LUMEX 60 printer metal and aluminum,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
CRIC,1 Volumik MK2  1 zortrax M200 +,NUMERIQUE,,DIY,,ENTREPRISE,,,cric@agenceecochablais.com,06 48 03 46 27,FDM,1 Volumik MK2  1 zortrax M200 +,,,,,Thonon les Bains,France,,1 Volumik MK2  1 zortrax M200 +,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
CETIM,DESKTOP METAL Studio +,NUMERIQUE,,DIY,,ENTREPRISE,,www.cetim.fr,quentin.charron@cetim.fr,+33785745214,BMD,DESKTOP METAL Studio +,,,,,CLUSES,France,,DESKTOP METAL Studio +,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
CETIM,DIGITAL METAL P2500,NUMERIQUE,,DIY,,ENTREPRISE,,www.cetim.fr,quentin.charron@cetim.fr,+33785745214,MBJ,DIGITAL METAL P2500,,,,,CLUSES,France,,DIGITAL METAL P2500,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
3D Fabbtory,1Ultimaker 2 extended,NUMERIQUE,,DIY,,ENTREPRISE,,Fabbtory.com,arado75@gmail.com,0652510158,FDM,1Ultimaker 2 extended,,,,,Paris,France,,1Ultimaker 2 extended,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Bone3D,,NUMERIQUE,,DIY,,ENTREPRISE,,https://bone3d.com/, jeremy.adam@bone3d.com,,,,,,,,Paris,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
HP France (Digital Manufacturing Network),,NUMERIQUE,,DIY,,ENTREPRISE,,https://app.smartsheet.com/b/form/0f85fb04e2d44f09a799ba9475fd5d0a,nicolas.aubert@hp.com,,,,,,,,Paris,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
OKONI,"1 Formlabs form 3
1 Markforged Mark Two (Gen 2)",NUMERIQUE,,DIY,,ENTREPRISE,,www.okoni.fr,vbalma@okoni.fr,0786811238,SLA  FDM  ,"1 Formlabs form 3
1 Markforged Mark Two (Gen 2)",,,,,Paris,France,,"1 Formlabs form 3
1 Markforged Mark Two (Gen 2)",https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Partage3D.fr,120 imprimantes 3d FDM avec autant d'opérateurs competents,NUMERIQUE,,DIY,,ENTREPRISE,,https://www.partage3d.fr/,contact@partage3d.fr,0662901167,Fd,120 imprimantes 3d FDM avec autant d'opérateurs competents,,,,,Paris ,France,,120 imprimantes 3d FDM avec autant d'opérateurs competents,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Spare Parts 3D,,NUMERIQUE,,DIY,,ENTREPRISE,,Https://spare-parts-3d.com,dmartinez@bcn3d.com,0786909205,FDM  SLS  SLA  MJF  Vacuum Casting  SLM,,,,,,Paris,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
ENSCi - Les Ateliers,8 dépôts de fil + 1 formlabs + 1 découpe laser CO2 80W,NUMERIQUE,,DIY,,ENTREPRISE,,www.ensci.com,Johan.dasilveira@ensci.com,0619623442,FDM  SLA,8 dépôts de fil + 1 formlabs + 1 découpe laser CO2 80W,,,,,Paris 11,France,,8 dépôts de fil + 1 formlabs + 1 découpe laser CO2 80W,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
ESPCI,2 stratasys fortus 250mc et 2 ultimaker 3,NUMERIQUE,,DIY,,ENTREPRISE,,www.espci.fr,ludovic.olanier@gmail.com,0648005682,FDM,2 stratasys fortus 250mc et 2 ultimaker 3,,,,,Paris,France,,2 stratasys fortus 250mc et 2 ultimaker 3,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Volumes / Wasp Hub Paris,2 Wasp Delta 2040  1 Wasp Delta 4070  1 Ultimaker 2+,NUMERIQUE,,DIY,,ENTREPRISE,,volumesparis.org,makerspace@volumesparis.org,0624441151,FDM,2 Wasp Delta 2040  1 Wasp Delta 4070  1 Ultimaker 2+,,,,,Paris,France,,2 Wasp Delta 2040  1 Wasp Delta 4070  1 Ultimaker 2+,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Cat3dprint,Creator hs PLA uniquement. Résine photocentric photon dlp,NUMERIQUE,,DIY,,ENTREPRISE,,Http://cat3dprint.com,Contact@cat3dprint.com,0616549307,FDM  DLP,Creator hs PLA uniquement. Résine photocentric photon dlp,,,,,Paris 19,France,,Creator hs PLA uniquement. Résine photocentric photon dlp,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Institut Pierre-Gilles de Gennes pour la microfluidique,Formlabs FORM 2.,NUMERIQUE,,DIY,,ENTREPRISE,,https://www.plateformeipgg.fr/,plateforme-ipgg@psl.eu,0625784201,SLA,Formlabs FORM 2.,,,,,Paris,France,,Formlabs FORM 2.,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Bits to Parts Fabrication numérique,Modélisation3d/conception  1 Ultimaker 3,NUMERIQUE,,DIY,,ENTREPRISE,,https://www.bits-to-parts.com/,info@bits-to-parts.com,0695228757,FDM,Modélisation3d/conception  1 Ultimaker 3,,,,,Paris,France,,Modélisation3d/conception  1 Ultimaker 3,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
FABULOUS sarl,2 P1000 prodways,NUMERIQUE,,DIY,,ENTREPRISE,,http://www.fabulous.com.co/,arnault@fabulous.com.co,0676794474,SLS,2 P1000 prodways,,,,,Paris,France,,2 P1000 prodways,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
3d dental store - cooperative technologies dentaires,slm 100 realizer - une vingtaine de formlabs biomedical.  4 machines d usinage.,NUMERIQUE,,DIY,,ENTREPRISE,,www.3ddentalstore.fr,jmbertin@3ddentalstore.fr ,0672268639,slm - sla - dlp ,slm 100 realizer - une vingtaine de formlabs biomedical.  4 machines d usinage.,,,,,Rouen,France,,slm 100 realizer - une vingtaine de formlabs biomedical.  4 machines d usinage.,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Volum-E,"Additif METAL :
• 1 EOS M280 – Max 250x250x320mm
• 5 EOS M290 – Max 250x250x325mm
• 2 EOS M400 – Max 400x400x360mm
• 1 EOS M400-4 lasers – Max400x400x360mm
• 1 Realizer SLM100
• 2 Realizer SLM50
Additif POLYMERS :
• 1 Viper Pro – Max 2 x (750x650x550mm)
• 2 SLA 600 – Max 600x600x400mm
• 1 Figure 4 – Max 150x100x150mm
• 1 SLA 250 – Max 250x250x250mm
• 1 Pro X800 – Max 750x650x550mm
Usinage : 
7 Milling Machines 3 & 5 axes–Max 4500x1800x1400mm
Coulée sous vide",NUMERIQUE,,DIY,,ENTREPRISE,,https://www.volum-e.com/,arthur-lallez@volum-e.com,07 85 35 23 63,SLM / SLA / SLS,"Additif METAL :
• 1 EOS M280 – Max 250x250x320mm
• 5 EOS M290 – Max 250x250x325mm
• 2 EOS M400 – Max 400x400x360mm
• 1 EOS M400-4 lasers – Max400x400x360mm
• 1 Realizer SLM100
• 2 Realizer SLM50
Additif POLYMERS :
• 1 Viper Pro – Max 2 x (750x650x550mm)
• 2 SLA 600 – Max 600x600x400mm
• 1 Figure 4 – Max 150x100x150mm
• 1 SLA 250 – Max 250x250x250mm
• 1 Pro X800 – Max 750x650x550mm
Usinage : 
7 Milling Machines 3 & 5 axes–Max 4500x1800x1400mm
Coulée sous vide",,,,,Blangy Sur Bresle,France,,"Additif METAL :
• 1 EOS M280 – Max 250x250x320mm
• 5 EOS M290 – Max 250x250x325mm
• 2 EOS M400 – Max 400x400x360mm
• 1 EOS M400-4 lasers – Max400x400x360mm
• 1 Realizer SLM100
• 2 Realizer SLM50
Additif POLYMERS :
• 1 Viper Pro – Max 2 x (750x650x550mm)
• 2 SLA 600 – Max 600x600x400mm
• 1 Figure 4 – Max 150x100x150mm
• 1 SLA 250 – Max 250x250x250mm
• 1 Pro X800 – Max 750x650x550mm
Usinage : 
7 Milling Machines 3 & 5 axes–Max 4500x1800x1400mm
Coulée sous vide",https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
mark-1,2 fdm Petg/Pla,NUMERIQUE,,DIY,,ENTREPRISE,,www.mk-1.fr,cyrille.lecroq@mk-1.fr,0783382447,FDM,2 fdm Petg/Pla,,,,,Fécamp,France,,2 fdm Petg/Pla,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Aereco,HP 4200,NUMERIQUE,,DIY,,ENTREPRISE,,www.aereco.com,pierre.kraus@aereco.com,06 61 98 79 05,MJF,HP 4200,,,,,Collégien,France,,HP 4200,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
HALBRONN 3D,"DMP PROX 100 équipé en Chrome Cobalt – volume de fabrication 100 x 100 x 80 mm
DMP PROX 320 équipé en Titane Grade 23 ELI Médical – volume de fabrication 250 x 250 x 300 mm
PROX SLS 6100 chargé en DuraForm PROX HST – 381 x 330 x 460 mm ainsi que nos compétences en modélisation en fabrication additive
",NUMERIQUE,,DIY,,ENTREPRISE,,www.halbronn.com,manon.flaman@halbronn.com,164628888,DMP et SLS,"DMP PROX 100 équipé en Chrome Cobalt – volume de fabrication 100 x 100 x 80 mm
DMP PROX 320 équipé en Titane Grade 23 ELI Médical – volume de fabrication 250 x 250 x 300 mm
PROX SLS 6100 chargé en DuraForm PROX HST – 381 x 330 x 460 mm ainsi que nos compétences en modélisation en fabrication additive
",,,,,Marne la Vallée,France,,"DMP PROX 100 équipé en Chrome Cobalt – volume de fabrication 100 x 100 x 80 mm
DMP PROX 320 équipé en Titane Grade 23 ELI Médical – volume de fabrication 250 x 250 x 300 mm
PROX SLS 6100 chargé en DuraForm PROX HST – 381 x 330 x 460 mm ainsi que nos compétences en modélisation en fabrication additive
",https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Moebius Factory,9 imprimantes FDM + 1 Formalbs 2  découpe laser  moulage par injection (18cm3 max)  rotomoulage  découpe/surfaçage CNC  Modélisation 3D,NUMERIQUE,,DIY,,ENTREPRISE,,www.moebius-factory.com,contact@moebius-factory.com,0618998509,FDM/SLA,9 imprimantes FDM + 1 Formalbs 2  découpe laser  moulage par injection (18cm3 max)  rotomoulage  découpe/surfaçage CNC  Modélisation 3D,,,,,Vaux le Pénil,France,,9 imprimantes FDM + 1 Formalbs 2  découpe laser  moulage par injection (18cm3 max)  rotomoulage  découpe/surfaçage CNC  Modélisation 3D,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
PRODWAYS GROUP,"Imprimantes 3D SLS et DLP ;
Parc de 30 machines industrielles plastique et 10 métal ; CAO",NUMERIQUE,,DIY,,ENTREPRISE,,https://www.prodways-group.com/,covid19@prodways-group.com,01 30 90 44 12,SLS  DLP  SLA  FDM,"Imprimantes 3D SLS et DLP ;
Parc de 30 machines industrielles plastique et 10 métal ; CAO",,,,,Les Mureaux,France,,"Imprimantes 3D SLS et DLP ;
Parc de 30 machines industrielles plastique et 10 métal ; CAO",https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
CRP Technocentre Renault,"o        2 Fortus 450 – FDM ASA
o        1 Fortus 900 – FDM ABS
o        1 SPRO 140 SLS PA 11
o        1 HP SLS PA 12
",NUMERIQUE,,DIY,,ENTREPRISE,,https://group.renault.com/,"christian.lancres@renault.com
jessie.lebourgeois@renault.com
",06 46 93 09 18 (Christian),FDM / SLS,"o        2 Fortus 450 – FDM ASA
o        1 Fortus 900 – FDM ABS
o        1 SPRO 140 SLS PA 11
o        1 HP SLS PA 12
",,,,,Guyancourt,France,,"o        2 Fortus 450 – FDM ASA
o        1 Fortus 900 – FDM ABS
o        1 SPRO 140 SLS PA 11
o        1 HP SLS PA 12
",https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Cubeek3D,8 Zortrax M200 - 1 Zortrax M300 - 1 Ultimaker S5 - 1 Ultimaker UM3,NUMERIQUE,,DIY,,ENTREPRISE,,www.cubeek3d.com,dupoux@seica.fr,0689903913,FDM,8 Zortrax M200 - 1 Zortrax M300 - 1 Ultimaker S5 - 1 Ultimaker UM3,,,,,Elancourt,France,,8 Zortrax M200 - 1 Zortrax M300 - 1 Ultimaker S5 - 1 Ultimaker UM3,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Dassault Systèmes Marketplace Make,Plus de 1000 imprimantes 3d ou machines usinages. Achat en ligne aupès de 100 entreprises françaises et 250 dans le monde,NUMERIQUE,,DIY,,ENTREPRISE,,Https://make.3dexperience.3ds.com,Cer1@3ds.com,647 618 003,FDM  MJF  SLA  SLS  SLM,Plus de 1000 imprimantes 3d ou machines usinages. Achat en ligne aupès de 100 entreprises françaises et 250 dans le monde,,,,,Velizy,France,,Plus de 1000 imprimantes 3d ou machines usinages. Achat en ligne aupès de 100 entreprises françaises et 250 dans le monde,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
GROUPE DLG,"5 Prusa mk3s FDM
1 Prusa SLA
1 Magma FDM
1 U20 FDM",NUMERIQUE,,DIY,,ENTREPRISE,,www.groupedlg.fr,direction@groupedlg.fr,01 83 62 76 50,FDM & SLA,"5 Prusa mk3s FDM
1 Prusa SLA
1 Magma FDM
1 U20 FDM",,,,,"Poissy
St Germain en Laye",France,,"5 Prusa mk3s FDM
1 Prusa SLA
1 Magma FDM
1 U20 FDM",https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
SCHNEIDER ELECTRONIQUE ,Ultimaker 2 extent ,NUMERIQUE,,DIY,,ENTREPRISE,,schneider.electronique@orange.fr,schneider.electronique@orange.fr,0637849608,PLA   pva,Ultimaker 2 extent ,,,,,Dampierre-en-Yvelines ,France,,Ultimaker 2 extent ,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
